Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Land Form System,,,,,10-0032860,pc,Operational and in good condition,SEF,"55,200.00",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Plaque Models of Origin of the Earth,,,,,10-0032891,pc,Operational and in good condition,SEF,"21,062.80",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Plaque Models of Origin of the Earth,,,,,10-0032892,pc,Operational and in good condition,SEF,"21,062.80",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Rock Cycle Model,,,,,10-0032893,pc,Operational and in good condition,SEF,"20,502.85",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Rock Cycle Model,,,,,10-0032894,pc,Operational and in good condition,SEF,"20,502.85",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Solar and Lunar Eclipse Apparatus,,,,,10-0032895,pc,Operational and in good condition,SEF,"57,605.71",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Solar and Lunar Eclipse Apparatus,,,,,10-0032896,pc,Operational and in good condition,SEF,"57,605.71",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Solar and Lunar Eclipse Apparatus,,,,,10-0032897,pc,Operational and in good condition,SEF,"57,605.71",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Solar System Model,,,,,10-0032898,pc,Operational and in good condition,SEF,"20,502.85",12/30/2010,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-0047498,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-0247500,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-0447502,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-0647504,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-0847506,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-1047508,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-1247510,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-1447512,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-1647514,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-1847516,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-2047518,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-2247520,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-2447522,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-2647524,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-2847526,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-3047528,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-3247530,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-3447532,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-3647534,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Keysys Inc.,,,"Intel Core i3 3.4 Ghz, Asus H61M-C Motherboard, 2Gb DDR3, ! Tb HDD",14-3847536,pc,Operational and in good condition,SEF,"18,980.00",6/5/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,LCD Projector,Epson,S18,,3000 ANSI Lumens with Screen,14-0048712,pc,Operational and in good condition,SEF,"28,800.00",6/27/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Office Equipment,1060502000,Room Airconditioner,Condura,,,"Window Type, 2 HP",14-0050656,pc,Operational and in good condition,SEF,"22,800.00",9/22/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Office Equipment,1060502000,Room Airconditioner,Condura,,,"Window Type, 2 HP",14-0050657,pc,Operational and in good condition,SEF,"22,800.00",9/22/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DLSR,Canon,EOS 1100,,with lens and 8 Gb memory,14-0050660,pc,Operational and in good condition,SEF,"19,400.00",9/22/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DLSR,Canon,EOS 1100,,with lens and 8 Gb memory,14-0050661,pc,Operational and in good condition,SEF,"19,400.00",9/22/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Notebook,Asus,TCHX102BA DF04SH,,,14-0050662,pc,Operational and in good condition,SEF,"18,600.00",9/23/2014,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053709,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053711,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053943,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053945,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053947,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053949,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053951,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053953,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053955,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053957,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053959,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053961,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053963,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053965,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053967,pc,Operational and in good condition,,,,,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053969,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053971,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053973,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053975,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053977,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053979,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Xitrix Computer Corporation,,,"Intel Core i3 4160 3.6 Ghz, Haswell Motherboard, 4 Gb Ram, 500 Gb HDD",15-0053981,pc,Operational and in good condition,SEF,"24,250.00",5/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Notebook,Lenovo,G4080,,"Intel Core i5 5200U, 4 Gb, 500 Gb",15-0054954,pc,Operational and in good condition,SEF,"28,500.00",7/6/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,"Software, CD",Microsoft,Visual Studio Professional with MSDN,,,15-0054966,pc,Operational and in good condition,SEF,"20,200.00",7/6/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,"55"" Full HD LED TV",Xitrix Computer Corporation,,,"1080P, 2 HDMI, 1 USB, Super Slim Design",15-0055120,pc,Operational and in good condition,SEF,"34,500.00",7/20/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,"55"" Full HD LED TV",Xitrix Computer Corporation,,,"1080P, 2 HDMI, 1 USB, Super Slim Design",15-0055121,pc,Operational and in good condition,SEF,"34,500.00",7/20/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,"55"" Full HD LED TV",Xitrix Computer Corporation,,,"1080P, 2 HDMI, 1 USB, Super Slim Design",15-0055122,pc,Operational and in good condition,SEF,"34,500.00",7/20/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,"55"" Full HD LED TV",Xitrix Computer Corporation,,,"1080P, 2 HDMI, 1 USB, Super Slim Design",15-0055123,pc,Operational and in good condition,SEF,"34,500.00",7/20/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,"55"" Full HD LED TV",Xitrix Computer Corporation,,,"1080P, 2 HDMI, 1 USB, Super Slim Design",15-0055124,pc,Operational and in good condition,SEF,"34,500.00",7/20/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Office Equipment,1060502000,Digital Copier,Kyocera,FS-6525MFP,,,15-0055999,pc,Operational and in good condition,SEF,"49,888.00",8/24/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Laptop Computer,Dell,,,"Intel Core i3 4005U, 500 Gb, 4 Gb RAM",15-0056211,pc,Operational and in good condition,SEF,"28,000.00",9/15/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Laptop Computer,Dell,,,"Intel Core i3 4005U, 500 Gb, 4 Gb RAM",15-0056212,pc,Operational and in good condition,SEF,"28,000.00",9/15/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Laptop Computer,Dell,,,"Intel Core i3 4005U, 500 Gb, 4 Gb RAM",15-0056213,pc,Operational and in good condition,SEF,"28,000.00",9/15/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Laptop Computer,Dell,,,"Intel Core i3 4005U, 500 Gb, 4 Gb RAM",15-0056214,pc,Operational and in good condition,SEF,"28,000.00",9/15/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Celestial Globe,,,,,15-0057929,pc,Operational and in good condition,SEF,"22,650.00",12/10/2015,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Hot Plate with Magnet Stirrer,,,,,15-0058053,pc,Operational and in good condition,SEF,"36,430.00",12/10/2015,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Microscopic Projector Hallogen Illumination,,,,,15-0058077,pc,Operational and in good condition,SEF,"77,800.00",12/10/2015,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Technical and Scientific Equipment,1060514000,Oscilloscope,,,,"50 Ghz, Digital",15-0058089,pc,Operational and in good condition,SEF,"49,200.00",12/10/2015,10,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Dell,Dell Vostro 3902,,"Intel Core i3 4160, 4 Gb RAM",15-0058926,pc,Operational and in good condition,SEF,"26,000.00",12/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Dell,Dell Vostro 3902,,"Intel Core i3 4160, 4 Gb RAM",15-0058928,pc,Operational and in good condition,SEF,"26,000.00",12/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Dell,Dell Vostro 3902,,"Intel Core i3 4160, 4 Gb RAM",15-0058930,pc,Operational and in good condition,SEF,"26,000.00",12/29/2015,5,Janet S. Amurao,,,,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,Desktop Computer,Dell,Dell Vostro 3902,,"Intel Core i3 4160, 4 Gb RAM",15-0058932,pc,Operational and in good condition,SEF,"26,000.00",12/29/2015,5,Janet S. Amurao,,,,
