Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028460,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-011,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028484,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-012,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028515,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-013,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028466,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-014,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028500,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-015,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028467,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-016,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028527,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-017,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028498,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-018,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028470,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-019,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C192028465,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-020,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C182168565,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-021,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C182168568,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-022,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C182168563,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-023,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C182168569,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-024,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C182168579,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-025,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Other Property Plant and Equipment,"Other Property, Plant and Equipment",1069999000,DIGITAL OSCILLOSCOPE,Ralco,UNI-T UTD2025CL,C182168580,25Mhz 250Ms/s Digital Oscilloscope,CISSL-EPAS-2020-026,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,31-Jan-20,3,Mita A. Abergos,EPAS Laboratory,EPAS,SHS RM403,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,CHARGING STORAGE CART,Columbia Technologies Inc.,Generic Cabinet,N/A,1000 watts/220V 26 Port Cabinet,CISSL-ICT-2019-001,unit,Operational and in good condition,DepED Central Office,Operational and in good condition,08-Nov-19,3,Mita A. Abergos,ICT Room ,ICT,SHS RM202,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,LAPTOP,Columbia Technologies Inc.,Acer Travelmate P2410-G2-M,NXVGTSPO279370169D7200,"Intel Core I5 8250U 1.6Ghz, 8GB DDR4, 2THDD, Windows 10",CISSL-ICT-2019-002,set,Operational and in good condition,DepED Central Office,Operational and in good condition,08-Nov-19,3,Mita A. Abergos,ICT Room ,ICT,SHS RM202,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,PROJECTOR,AMTI,EB-X04 LCD,WD5K6603219,"LCD, Lumens:2800, Native Resolution:XGA",CISSL-ICT-2016-002,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3HBG8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 10",CISSL-ICT-2016-003,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3KMH852,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 11",CISSL-ICT-2016-004,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3G4J8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 12",CISSL-ICT-2016-005,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3N0D8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 13",CISSL-ICT-2016-006,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3K3K8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 14",CISSL-ICT-2016-007,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3JMC8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 15",CISSL-ICT-2016-008,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3GZK8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 16",CISSL-ICT-2016-009,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3KJH8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 17",CISSL-ICT-2016-010,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3ZJL852,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 18",CISSL-ICT-2016-011,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3S5L8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 19",CISSL-ICT-2016-012,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3H7J8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 20",CISSL-ICT-2016-013,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3J2N8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 21",CISSL-ICT-2016-014,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3GNF8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 22",CISSL-ICT-2016-015,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3G6L8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 23",CISSL-ICT-2016-016,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3K7D8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 24",CISSL-ICT-2016-017,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3G4M8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 25",CISSL-ICT-2016-018,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3QNG8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 26",CISSL-ICT-2016-019,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3KCF8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 27",CISSL-ICT-2016-020,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3HNM8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 28",CISSL-ICT-2016-021,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3XRL8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 29",CISSL-ICT-2016-022,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3HWM8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 30",CISSL-ICT-2016-023,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3HNK8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 31",CISSL-ICT-2016-024,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3GXL8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 32",CISSL-ICT-2016-025,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3YNK8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 33",CISSL-ICT-2016-026,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3YKF852,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 34",CISSL-ICT-2016-027,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3Z3K8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 35",CISSL-ICT-2016-028,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3GTD8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 36",CISSL-ICT-2016-029,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3PLK852,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 37",CISSL-ICT-2016-030,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3XDK8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 38",CISSL-ICT-2016-031,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3ZGD8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 39",CISSL-ICT-2016-032,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3HKJ8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 40",CISSL-ICT-2016-033,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3R7K8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 41",CISSL-ICT-2016-034,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3ZCG8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 42",CISSL-ICT-2016-035,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3Z7H8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 43",CISSL-ICT-2016-036,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3M7J8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 44",CISSL-ICT-2016-037,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
DO,Marikina City,Machinery and Equipment,Information and Communication Technology Equipment,1060503000,DESKTOP COMPUTER,AMTI,DELL VOSTRO 3900,3V6L8F2,"Microprocessor:Intel i5-4460, Memory:1x8GB DDR3, HDD:500GB, 19"" LED Monitor, 100VA UPS, Windows 45",CISSL-ICT-2016-038,set,Operational and in good condition,DepED Central Office,Operational and in good condition,10-Oct-16,3,Mita A. Abergos,ICT Laboratory ,ICT,Candazo 302,
